,Eastern Cape_export,Limpopo_export,Mpumalanga_export,Gauteng_export,Western Cape_export,Northern Cape_export,Hydra Central_export,Kwazulu Natal_export,North West_export,Free State_export,export_balance,total_export,Mozal_separated_full_profile
01/01/2017 00:00,0,65.1105612,58.67521503,0,0,43.34394917,0,0,0.378549774,21.76661203,189.2748872,189.2748872,942.0091324
01/01/2017 01:00,0,74.5368535,67.16983891,0,0,49.61901004,0,0,0.433353799,24.91784347,216.6768997,216.6768997,942.0091324
01/01/2017 02:00,0,74.41687437,67.06171818,0,0,49.53914021,0,0,0.432656246,24.87773417,216.3281232,216.3281232,942.0091324
01/01/2017 03:00,0,71.80773963,64.71046304,0,0,47.80224528,0,0,0.417486858,24.00549435,208.7434292,208.7434292,942.0091324
01/01/2017 04:00,0,73.34930363,66.09966315,0,0,48.82846085,0,0,0.42644944,24.52084278,213.2247198,213.2247198,942.0091324
01/01/2017 05:00,0,76.18431241,68.65446758,0,0,50.7157196,0,0,0.442932049,25.46859281,221.4660244,221.4660244,942.0091324
01/01/2017 06:00,0,63.07414088,56.84006882,0,0,41.9883089,0,0,0.366710121,21.08583198,183.3550607,183.3550607,938.4513815
01/01/2017 07:00,0,73.69903983,66.41483241,0,0,49.06127942,0,0,0.42848279,24.63776041,214.2413949,214.2413949,942.0091324
01/01/2017 08:00,0,72.02064829,64.9023284,0,0,47.94397808,0,0,0.418724699,24.07667021,209.3623497,209.3623497,942.0091324
01/01/2017 09:00,0,86.93781213,78.3451214,0,0,57.87429936,0,0,0.505452396,29.06351278,252.7261981,252.7261981,942.0091324
01/01/2017 10:00,0,89.33719729,80.50735802,0,0,59.47156448,0,0,0.51940231,29.86563282,259.7011549,259.7011549,942.0091324
01/01/2017 11:00,0,87.520991,78.87066049,0,0,58.26252017,0,0,0.508842971,29.25847083,254.4214855,254.4214855,942.0091324
01/01/2017 12:00,0,89.1259998,80.3170347,0,0,59.3309708,0,0,0.518174417,29.795029,259.0872087,259.0872087,942.0091324
01/01/2017 13:00,0,85.32207563,76.88907979,0,0,56.79870733,0,0,0.496058579,28.52336831,248.0292896,248.0292896,942.0091324
01/01/2017 14:00,0,82.9530966,74.75424403,0,0,55.22168349,0,0,0.482285445,27.73141311,241.1427227,241.1427227,942.0091324
01/01/2017 15:00,0,80.29315336,72.35720216,0,0,53.45096547,0,0,0.466820659,26.8421879,233.4103295,233.4103295,942.0091324
01/01/2017 16:00,0,86.33956184,77.80600049,0,0,57.47604553,0,0,0.501974197,28.86351631,250.9870984,250.9870984,942.0091324
01/01/2017 17:00,0,81.75133087,73.67125747,0,0,54.42167084,0,0,0.475298435,27.32966003,237.6492177,237.6492177,942.0091324
01/01/2017 18:00,0,88.09054634,79.38392258,0,0,58.64167184,0,0,0.512154339,29.4488745,256.0771696,256.0771696,942.0091324
01/01/2017 19:00,0,87.99024563,79.29353531,0,0,58.57490189,0,0,0.511571196,29.41534374,255.7855978,255.7855978,942.0091324
01/01/2017 20:00,0,82.3772231,74.23528826,0,0,54.83832584,0,0,0.478937344,27.53889726,239.4686718,239.4686718,942.0091324
01/01/2017 21:00,0,79.88418446,71.9886546,0,0,53.17871582,0,0,0.464442933,26.70546864,232.2214664,232.2214664,942.0091324
01/01/2017 22:00,0,76.51496252,68.95243715,0,0,50.9358326,0,0,0.444854433,25.57912991,222.4272166,222.4272166,942.0091324
01/01/2017 23:00,0,75.24797501,67.81067515,0,0,50.09240197,0,0,0.437488227,25.15557304,218.7441134,218.7441134,942.0091324
02/01/2017 00:00,0,74.53691932,67.16989822,0,0,49.61905385,0,0,0.433354182,24.91786547,216.677091,216.677091,942.0091324
02/01/2017 01:00,0,77.03002377,69.41659119,0,0,51.27870769,0,0,0.447848975,25.75131609,223.9244877,223.9244877,942.0091324
02/01/2017 02:00,0,74.10425733,66.77999934,0,0,49.33103177,0,0,0.430838705,24.77322556,215.4193527,215.4193527,942.0091324
02/01/2017 03:00,0,71.32111007,64.27193059,0,0,47.47829711,0,0,0.414657617,23.84281296,207.3288084,207.3288084,942.0091324
02/01/2017 04:00,0,71.15670642,64.12377613,0,0,47.36885398,0,0,0.413701781,23.78785244,206.8508907,206.8508907,942.0091324
02/01/2017 05:00,0,71.95114859,64.83969786,0,0,47.89771229,0,0,0.418320631,24.0534363,209.1603157,209.1603157,942.0091324
02/01/2017 06:00,0,71.36500809,64.31148985,0,0,47.50751992,0,0,0.414912838,23.85748817,207.4564189,207.4564189,942.0091324
02/01/2017 07:00,0,75.67734629,68.19760857,0,0,50.37823343,0,0,0.439984571,25.29911286,219.9922857,219.9922857,942.0091324
02/01/2017 08:00,0,84.4569491,76.10945995,0,0,56.22279461,0,0,0.491028774,28.2341545,245.5143869,245.5143869,942.0091324
02/01/2017 09:00,0,88.23388948,79.51309808,0,0,58.73709503,0,0,0.51298773,29.49679445,256.4938648,256.4938648,942.0091324
02/01/2017 10:00,0,87.48999255,78.84272585,0,0,58.24188458,0,0,0.508662747,29.24810797,254.3313737,254.3313737,942.0091324
02/01/2017 11:00,0,86.04129227,77.53721106,0,0,57.27748817,0,0,0.500240071,28.7638041,250.1200357,250.1200357,942.0091324
02/01/2017 12:00,0,86.87574942,78.2891928,0,0,57.83298436,0,0,0.505091566,29.04276507,252.5457832,252.5457832,942.0091324
02/01/2017 13:00,0,86.55773563,78.00261059,0,0,57.62128331,0,0,0.503242649,28.93645232,251.6213245,251.6213245,942.0091324
02/01/2017 14:00,0,86.28105309,77.75327459,0,0,57.43709639,0,0,0.50163403,28.8439567,250.8170148,250.8170148,942.0091324
02/01/2017 15:00,0,86.46006748,77.91459569,0,0,57.55626585,0,0,0.502674811,28.90380163,251.3374055,251.3374055,942.0091324
02/01/2017 16:00,0,86.71239879,78.14198728,0,0,57.72424222,0,0,0.504141853,28.98815657,252.0709267,252.0709267,942.0091324
02/01/2017 17:00,0,85.59961375,77.13918681,0,0,56.98346381,0,0,0.497672173,28.61614995,248.8360865,248.8360865,942.0091324
02/01/2017 18:00,0,88.75316284,79.98104791,0,0,59.0827741,0,0,0.516006761,29.67038874,258.0033804,258.0033804,942.0091324
02/01/2017 19:00,0,90.57496333,81.62278673,0,0,60.29554245,0,0,0.526598624,30.27942088,263.299312,263.299312,942.0091324
02/01/2017 20:00,0,85.67062718,77.20318147,0,0,57.03073728,0,0,0.498085042,28.6398899,249.0425209,249.0425209,942.0091324
02/01/2017 21:00,0,81.60680308,73.5410144,0,0,54.32545903,0,0,0.474458157,27.28134405,237.2290787,237.2290787,942.0091324
02/01/2017 22:00,0,80.0102843,72.10229108,0,0,53.26266019,0,0,0.465176072,26.74762411,232.5880358,232.5880358,942.0091324
02/01/2017 23:00,0,77.81788453,70.12658199,0,0,51.80318476,0,0,0.452429561,26.01469977,226.2147806,226.2147806,942.0091324
03/01/2017 00:00,0,75.87854003,68.37891689,0,0,50.51216764,0,0,0.441154303,25.36637239,220.5771513,220.5771513,942.0091324
03/01/2017 01:00,0,74.34039837,66.99280086,0,0,49.48823031,0,0,0.432211618,24.85216806,216.1058092,216.1058092,942.0091324
03/01/2017 02:00,0,73.8812133,66.57900036,0,0,49.18255188,0,0,0.429541938,24.69866142,214.7709689,214.7709689,942.0091324
03/01/2017 03:00,0,75.95541092,68.44819007,0,0,50.56334041,0,0,0.441601226,25.39207051,220.8006131,220.8006131,942.0091324
03/01/2017 04:00,0,75.25383246,67.81595367,0,0,50.09630126,0,0,0.437522282,25.1575312,218.7611409,218.7611409,942.0091324
03/01/2017 05:00,0,76.19661965,68.6655584,0,0,50.7239125,0,0,0.443003603,25.47270715,221.5018013,221.5018013,942.0091324
03/01/2017 06:00,0,77.26846831,69.63146853,0,0,51.43743966,0,0,0.449235281,25.83102865,224.6176404,224.6176404,942.0091324
03/01/2017 07:00,0,80.97584317,72.97241681,0,0,53.90543048,0,0,0.470789786,27.07041269,235.3948929,235.3948929,942.0091324
03/01/2017 08:00,0,82.69201201,74.51896431,0,0,55.04788009,0,0,0.480767512,27.64413192,240.3837558,240.3837558,942.0091324
03/01/2017 09:00,0,83.1102607,74.89587447,0,0,55.32630727,0,0,0.48319919,27.78395343,241.5995951,241.5995951,942.0091324
03/01/2017 10:00,0,86.81006694,78.23000218,0,0,57.78925968,0,0,0.504709692,29.02080726,252.3548458,252.3548458,942.0091324
03/01/2017 11:00,0,91.79265607,82.72012611,0,0,61.10615768,0,0,0.533678233,30.6864984,266.8391165,266.8391165,942.0091324
03/01/2017 12:00,0,89.25933919,80.4371952,0,0,59.41973452,0,0,0.518949646,29.83960467,259.4748232,259.4748232,942.0091324
03/01/2017 13:00,0,90.85072447,81.8712924,0,0,60.479116,0,0,0.528201886,30.37160847,264.1009432,264.1009432,942.0091324
03/01/2017 14:00,0,90.24128578,81.32208893,0,0,60.07341408,0,0,0.524658638,30.1678717,262.3293191,262.3293191,942.0091324
03/01/2017 15:00,0,91.6304901,82.57398817,0,0,60.99820416,0,0,0.532735408,30.63228593,266.3677038,266.3677038,942.0091324
03/01/2017 16:00,0,95.76927647,86.30370845,0,0,63.75338463,0,0,0.556798119,32.01589184,278.3990595,278.3990595,942.0091324
03/01/2017 17:00,0,90.58266359,81.62972591,0,0,60.30066849,0,0,0.526643393,30.28199509,263.3216965,263.3216965,942.0091324
03/01/2017 18:00,0,89.33706566,80.50723941,0,0,59.47147685,0,0,0.519401545,29.86558881,259.7007723,259.7007723,942.0091324
03/01/2017 19:00,0,65.97957076,59.45833412,0,0,43.92244682,0,0,0.383602156,22.05712395,191.8010778,191.8010778,942.0091324
03/01/2017 20:00,0,82.28343799,74.1507726,0,0,54.77589331,0,0,0.478392081,27.50754468,239.1960407,239.1960407,942.0091324
03/01/2017 21:00,0,86.20154964,77.68162904,0,0,57.38417113,0,0,0.5011718,28.81737851,250.5859001,250.5859001,942.0091324
03/01/2017 22:00,0,83.95156252,75.65402437,0,0,55.88635993,0,0,0.48809048,28.06520259,244.0452399,244.0452399,942.0091324
03/01/2017 23:00,0,80.98643924,72.98196559,0,0,53.91248426,0,0,0.470851391,27.07395498,235.4256955,235.4256955,942.0091324
04/01/2017 00:00,0,79.68707119,71.81102345,0,0,53.04749797,0,0,0.463296925,26.63957322,231.6484627,231.6484627,942.0091324
04/01/2017 01:00,0,82.68286384,74.51072033,0,0,55.04179018,0,0,0.480714325,27.64107367,240.3571623,240.3571623,942.0091324
04/01/2017 02:00,0,81.02790213,73.01933041,0,0,53.94008601,0,0,0.471092454,27.08781612,235.5462271,235.5462271,942.0091324
04/01/2017 03:00,0,79.41012539,71.56145021,0,0,52.8631358,0,0,0.461686776,26.54698959,230.8433878,230.8433878,942.0091324
04/01/2017 04:00,0,82.27001191,74.13867352,0,0,54.7669556,0,0,0.478314023,27.50305631,239.1570114,239.1570114,942.0091324
04/01/2017 05:00,0,86.78407036,78.20657504,0,0,57.77195382,0,0,0.504558549,29.01211655,252.2792743,252.2792743,942.0091324
04/01/2017 06:00,0,85.05934569,76.65231734,0,0,56.62380861,0,0,0.49453108,28.43553708,247.2655398,247.2655398,942.0091324
04/01/2017 07:00,0,83.4986956,75.24591755,0,0,55.58488748,0,0,0.485457533,27.91380812,242.7287663,242.7287663,942.0091324
04/01/2017 08:00,0,86.8243486,78.24287229,0,0,57.79876695,0,0,0.504792724,29.02558165,252.3963622,252.3963622,942.0091324
04/01/2017 09:00,0,91.87433139,82.79372887,0,0,61.16052874,0,0,0.534153089,30.71380264,267.0765447,267.0765447,942.0091324
04/01/2017 10:00,0,88.9133544,80.12540658,0,0,59.18941325,0,0,0.516938107,29.72394115,258.4690535,258.4690535,942.0091324
04/01/2017 11:00,0,92.03063991,82.93458829,0,0,61.26458296,0,0,0.53506186,30.76605695,267.53093,267.53093,942.0091324
04/01/2017 12:00,0,93.67974417,84.42069968,0,0,62.36238783,0,0,0.544649675,31.31735633,272.3248377,272.3248377,942.0091324
04/01/2017 13:00,0,93.34422381,84.11834123,0,0,62.13903271,0,0,0.542698976,31.2051911,271.3494878,271.3494878,942.0091324
04/01/2017 14:00,0,90.90692973,81.92194249,0,0,60.51653171,0,0,0.528528661,30.39039802,264.2643306,264.2643306,942.0091324
04/01/2017 15:00,0,93.35212151,84.12545833,0,0,62.14429019,0,0,0.542744892,31.20783132,271.3724462,271.3724462,942.0091324
04/01/2017 16:00,0,96.19298774,86.68554128,0,0,64.03544823,0,0,0.559261557,32.15753951,279.6307783,279.6307783,942.0091324
04/01/2017 17:00,0,91.31234467,82.28728735,0,0,60.78641549,0,0,0.530885725,30.52592918,265.4428624,265.4428624,942.0091324
04/01/2017 18:00,0,92.57255333,83.4229405,0,0,61.62533346,0,0,0.538212519,30.94721986,269.1062597,269.1062597,942.0091324
04/01/2017 19:00,0,96.41162223,86.88256654,0,0,64.1809927,0,0,0.560532687,32.23062952,280.2663437,280.2663437,942.0091324
04/01/2017 20:00,0,93.07155594,83.87262308,0,0,61.95751834,0,0,0.541113697,31.1140376,270.5568487,270.5568487,942.0091324
04/01/2017 21:00,0,89.14166356,80.3311503,0,0,59.34139812,0,0,0.518265486,29.80026543,259.1327429,259.1327429,942.0091324
04/01/2017 22:00,0,87.61990961,78.95980227,0,0,58.32837006,0,0,0.509418079,29.29153955,254.7090396,254.7090396,942.0091324
04/01/2017 23:00,0,83.86791278,75.57864233,0,0,55.8306745,0,0,0.487604144,28.03723828,243.802072,243.802072,942.0091324
05/01/2017 00:00,0,85.85576228,77.37001834,0,0,57.15398129,0,0,0.499161409,28.701781,249.5807043,249.5807043,942.0091324
05/01/2017 01:00,0,88.28042006,79.55502971,0,0,58.76807033,0,0,0.513258256,29.51234973,256.6291281,256.6291281,942.0091324
05/01/2017 02:00,0,89.58900209,80.73427514,0,0,59.63919035,0,0,0.520866291,29.94981175,260.4331456,260.4331456,942.0091324
05/01/2017 03:00,0,90.41134945,81.47534398,0,0,60.18662507,0,0,0.525647381,30.22472438,262.8236903,262.8236903,942.0091324
05/01/2017 04:00,0,94.23363575,84.91984617,0,0,62.73111217,0,0,0.547869975,31.50252358,273.9349876,273.9349876,942.0091324
05/01/2017 05:00,0,91.92277058,82.83738046,0,0,61.1927746,0,0,0.534434713,30.72999598,267.2173563,267.2173563,942.0091324
05/01/2017 06:00,0,92.96302846,83.77482216,0,0,61.88527186,0,0,0.540482724,31.07775661,270.2413618,270.2413618,942.0091324
05/01/2017 07:00,0,82.3539249,74.21429279,0,0,54.82281629,0,0,0.478801889,27.53110862,239.4009445,239.4009445,942.0091324
05/01/2017 08:00,0,92.00938195,82.91543141,0,0,61.25043159,0,0,0.534938267,30.75895036,267.4691336,267.4691336,942.0091324
05/01/2017 09:00,0,91.07620363,82.07448583,0,0,60.62921695,0,0,0.529512812,30.44698668,264.7564059,264.7564059,942.0091324
05/01/2017 10:00,0,93.76299902,84.49572586,0,0,62.41781039,0,0,0.545133715,31.34518863,272.5668576,272.5668576,942.0091324
05/01/2017 11:00,0,97.78588674,88.12100259,0,0,65.0958374,0,0,0.568522597,32.69004935,284.2612987,284.2612987,942.0091324
05/01/2017 12:00,0,88.32451552,79.59476689,0,0,58.79742457,0,0,0.513514625,29.52709094,256.7573126,256.7573126,942.0091324
05/01/2017 13:00,0,93.76642135,84.49880994,0,0,62.42008863,0,0,0.545153613,31.34633272,272.5768063,272.5768063,942.0091324
05/01/2017 14:00,0,95.56459458,86.11925674,0,0,63.61712837,0,0,0.555608108,31.94746621,277.804054,277.804054,942.0091324
05/01/2017 15:00,0,96.36015559,86.83618672,0,0,64.14673148,0,0,0.560233463,32.21342411,280.1167314,280.1167314,942.0091324
05/01/2017 16:00,0,91.24119961,82.22317407,0,0,60.73905439,0,0,0.530472091,30.50214522,265.2360454,265.2360454,942.0091324
05/01/2017 17:00,0,88.38157635,79.64618799,0,0,58.83540984,0,0,0.513846374,29.54616651,256.9231871,256.9231871,942.0091324
05/01/2017 18:00,0,94.25838186,84.94214644,0,0,62.7475856,0,0,0.548013848,31.51079626,274.006924,274.006924,942.0091324
05/01/2017 19:00,0,100.3975882,90.47457079,0,0,66.834441,0,0,0.583706908,33.56314723,291.8534542,291.8534542,942.0091324
05/01/2017 20:00,0,94.07910421,84.7805881,0,0,62.62824088,0,0,0.546971536,31.45086333,273.4857681,273.4857681,942.0091324
05/01/2017 21:00,0,88.09752264,79.39020935,0,0,58.64631594,0,0,0.512194899,29.4512067,256.0974495,256.0974495,942.0091324
05/01/2017 22:00,0,93.95208297,84.66612128,0,0,62.54368314,0,0,0.546233041,31.40839983,273.1165203,273.1165203,942.0091324
05/01/2017 23:00,0,94.90546623,85.5252748,0,0,63.17834816,0,0,0.551775966,31.72711807,275.8879832,275.8879832,942.0091324
06/01/2017 00:00,0,94.89487015,85.51572601,0,0,63.17129438,0,0,0.551714361,31.72357578,275.8571807,275.8571807,942.0091324
06/01/2017 01:00,0,89.48172509,80.63760109,0,0,59.56777629,0,0,0.520242588,29.91394879,260.1212939,260.1212939,942.0091324
06/01/2017 02:00,0,86.93965493,78.34678206,0,0,57.8755261,0,0,0.50546311,29.06412883,252.731555,252.731555,942.0091324
06/01/2017 03:00,0,91.47878856,82.43728039,0,0,60.89721681,0,0,0.531853422,30.58157176,265.9267109,265.9267109,942.0091324
06/01/2017 04:00,0,89.69976725,80.83409258,0,0,59.71292645,0,0,0.521510275,29.98684079,260.7551373,260.7551373,942.0091324
06/01/2017 05:00,0,94.38217821,85.0537071,0,0,62.82999654,0,0,0.548733594,31.55218167,274.3667971,274.3667971,942.0091324
06/01/2017 06:00,0,92.21090477,83.09703627,0,0,61.38458486,0,0,0.536109911,30.82631991,268.0549557,268.0549557,942.0091324
06/01/2017 07:00,0,92.79474177,83.62316846,0,0,61.7732438,0,0,0.539504313,31.02149798,269.7521563,269.7521563,942.0091324
06/01/2017 08:00,0,100.3341434,90.41739669,0,0,66.79220594,0,0,0.583338043,33.54193748,291.6690216,291.6690216,942.0091324
06/01/2017 09:00,0,102.4254527,92.30200681,0,0,68.18438567,0,0,0.595496818,34.24106704,297.7484091,297.7484091,942.0091324
06/01/2017 10:00,0,100.1282769,90.23187742,0,0,66.65516106,0,0,0.582141145,33.47311582,291.0705723,291.0705723,942.0091324
06/01/2017 11:00,0,99.13079816,89.33298672,0,0,65.9911418,0,0,0.57634185,33.13965636,288.1709249,288.1709249,942.0091324
06/01/2017 12:00,0,99.16337615,89.36234479,0,0,66.01282889,0,0,0.576531257,33.15054726,288.2656283,288.2656283,942.0091324
06/01/2017 13:00,0,93.02805281,83.83341968,0,0,61.92855841,0,0,0.540860772,31.0994944,270.4303861,270.4303861,942.0091324
06/01/2017 14:00,0,93.07063454,83.87179275,0,0,61.95690497,0,0,0.54110834,31.11372957,270.5541702,270.5541702,942.0091324
06/01/2017 15:00,0,88.73401094,79.96378892,0,0,59.07002472,0,0,0.515895412,29.66398621,257.9477062,257.9477062,942.0091324
06/01/2017 16:00,0,88.01953291,79.31992792,0,0,58.59439836,0,0,0.51174147,29.42513455,255.8707352,255.8707352,942.0091324
06/01/2017 17:00,0,87.87000325,79.18517734,0,0,58.49485681,0,0,0.510872112,29.37514643,255.4360559,255.4360559,942.0091324
06/01/2017 18:00,0,90.05496602,81.15418449,0,0,59.94938145,0,0,0.523575384,30.10558457,261.7876919,261.7876919,942.0091324
06/01/2017 19:00,0,92.08401516,82.98268808,0,0,61.30011474,0,0,0.535372181,30.78390042,267.6860906,267.6860906,942.0091324
06/01/2017 20:00,0,87.89613145,79.20872311,0,0,58.5122503,0,0,0.51102402,29.38388115,255.51201,255.51201,942.0091324
06/01/2017 21:00,0,80.71048066,72.73328199,0,0,53.72877928,0,0,0.469246981,26.98170138,234.6234903,234.6234903,942.0091324
06/01/2017 22:00,0,82.30653874,74.17159014,0,0,54.79127143,0,0,0.478526388,27.51526731,239.263194,239.263194,942.0091324
06/01/2017 23:00,0,78.34624024,70.6027165,0,0,52.15490993,0,0,0.455501397,26.19133031,227.7506984,227.7506984,942.0091324
07/01/2017 00:00,0,75.28134276,67.84074493,0,0,50.1146148,0,0,0.437682225,25.16672796,218.8411127,218.8411127,942.0091324
07/01/2017 01:00,0,76.0374153,68.52208937,0,0,50.61793054,0,0,0.442077996,25.41948477,221.038998,221.038998,942.0091324
07/01/2017 02:00,0,78.51479019,70.75460744,0,0,52.26711323,0,0,0.456481338,26.24767695,228.2406691,228.2406691,942.0091324
07/01/2017 03:00,0,78.91092534,71.11158969,0,0,52.53081948,0,0,0.45878445,26.38010585,229.3922248,229.3922248,942.0091324
07/01/2017 04:00,0,80.57700964,72.61300287,0,0,53.63992793,0,0,0.468470986,26.93708171,234.2354931,234.2354931,942.0091324
07/01/2017 05:00,0,82.98797808,74.78567792,0,0,55.24490401,0,0,0.482488245,27.74307407,241.2441223,241.2441223,942.0091324
07/01/2017 06:00,0,83.32073424,75.08554539,0,0,55.46641901,0,0,0.484422873,27.85431523,242.2114367,242.2114367,942.0091324
07/01/2017 07:00,0,86.46309493,77.91732392,0,0,57.55828122,0,0,0.502692412,28.90481371,251.3462062,251.3462062,942.0091324
07/01/2017 08:00,0,91.06942477,82.06837698,0,0,60.62470428,0,0,0.5294734,30.44472049,264.7366999,264.7366999,942.0091324
07/01/2017 09:00,0,87.41963726,78.77932428,0,0,58.19504922,0,0,0.508253705,29.22458804,254.1268525,254.1268525,942.0091324
07/01/2017 10:00,0,94.70539132,85.34497474,0,0,63.04515876,0,0,0.55061274,31.66023256,275.3063701,275.3063701,942.0091324
07/01/2017 11:00,0,95.6822044,86.22524234,0,0,63.69542095,0,0,0.556291886,31.98678345,278.145943,278.145943,942.0091324
07/01/2017 12:00,0,90.61563646,81.65943983,0,0,60.32261846,0,0,0.526835096,30.293018,263.4175478,263.4175478,942.0091324
07/01/2017 13:00,0,85.12864795,76.71476996,0,0,56.66994297,0,0,0.494934,28.45870498,247.4669999,247.4669999,942.0091324
07/01/2017 14:00,0,85.60849866,77.14719356,0,0,56.98937847,0,0,0.497723829,28.61912019,248.8619147,248.8619147,942.0091324
07/01/2017 15:00,0,86.9162251,78.32566797,0,0,57.85992892,0,0,0.50532689,29.05629618,252.6634451,252.6634451,942.0091324
07/01/2017 16:00,0,85.61514588,77.15318379,0,0,56.99380351,0,0,0.497762476,28.62134237,248.881238,248.881238,942.0091324
07/01/2017 17:00,0,89.33759218,80.50771388,0,0,59.47182735,0,0,0.519404606,29.86576483,259.7023028,259.7023028,942.0091324
07/01/2017 18:00,0,85.14773405,76.73196963,0,0,56.68264854,0,0,0.495044965,28.46508551,247.5224827,247.5224827,942.0091324
07/01/2017 19:00,0,89.65507946,80.79382161,0,0,59.6831779,0,0,0.521250462,29.97190156,260.625231,260.625231,942.0091324
07/01/2017 20:00,0,88.02808875,79.32763812,0,0,58.60009396,0,0,0.511791214,29.42799478,255.8956068,255.8956068,942.0091324
07/01/2017 21:00,0,90.1616507,81.25032476,0,0,60.02040119,0,0,0.524195644,30.14124951,262.0978218,262.0978218,942.0091324
07/01/2017 22:00,0,83.739312,75.4627521,0,0,55.74506526,0,0,0.486856465,27.99424675,243.4282326,243.4282326,942.0091324
07/01/2017 23:00,0,76.53536489,68.97082301,0,0,50.94941442,0,0,0.444973052,25.58595047,222.4865258,222.4865258,942.0091324
08/01/2017 00:00,0,72.89419903,65.68953982,0,0,48.52549877,0,0,0.423803483,24.36870026,211.9017414,211.9017414,942.0091324
08/01/2017 01:00,0,72.81305023,65.61641154,0,0,48.4714782,0,0,0.423331687,24.34157202,211.6658437,211.6658437,942.0091324
08/01/2017 02:00,0,72.549004,65.37846291,0,0,48.29570324,0,0,0.421796535,24.25330076,210.8982674,210.8982674,942.0091324
08/01/2017 03:00,0,75.31800122,67.87378017,0,0,50.13901826,0,0,0.437895356,25.17898297,218.947678,218.947678,942.0091324
08/01/2017 04:00,0,77.40088631,69.75079871,0,0,51.52559001,0,0,0.450005153,25.87529629,225.0025765,225.0025765,942.0091324
08/01/2017 05:00,0,80.9302998,72.93137482,0,0,53.87511237,0,0,0.470524999,27.05518743,235.2624994,235.2624994,942.0091324
08/01/2017 06:00,0,79.30133466,71.46341205,0,0,52.79071406,0,0,0.461054271,26.5106206,230.5271356,230.5271356,942.0091324
08/01/2017 07:00,0,86.04662322,77.54201511,0,0,57.28103697,0,0,0.500271065,28.76558625,250.1355326,250.1355326,942.0091324
08/01/2017 08:00,0,89.02635723,80.22724053,0,0,59.26463897,0,0,0.5175951,29.76171826,258.7975501,258.7975501,942.0091324
08/01/2017 09:00,0,85.88834027,77.39937641,0,0,57.17566838,0,0,0.499350816,28.71267189,249.6754078,249.6754078,942.0091324
08/01/2017 10:00,0,85.97547816,77.47790183,0,0,57.23367587,0,0,0.499857431,28.74180229,249.9287156,249.9287156,942.0091324
08/01/2017 11:00,0,85.21354816,76.79127886,0,0,56.72646084,0,0,0.495427606,28.48708732,247.7138028,247.7138028,942.0091324
08/01/2017 12:00,0,85.85595973,77.37019627,0,0,57.15411273,0,0,0.499162557,28.701847,249.5812783,249.5812783,942.0091324
08/01/2017 13:00,0,84.01849548,75.71434185,0,0,55.93091705,0,0,0.488479625,28.08757843,244.2398124,244.2398124,942.0091324
08/01/2017 14:00,0,85.78534118,77.30655746,0,0,57.10710212,0,0,0.498751984,28.67823906,249.3759918,249.3759918,942.0091324
08/01/2017 15:00,0,84.88329293,76.49366514,0,0,56.5066107,0,0,0.493507517,28.37668223,246.7537585,246.7537585,942.0091324
08/01/2017 16:00,0,86.22813854,77.70558997,0,0,57.4018713,0,0,0.501326387,28.82626725,250.6631934,250.6631934,942.0091324
08/01/2017 17:00,0,87.57028577,78.91508311,0,0,58.29533559,0,0,0.509129568,29.27495018,254.5647842,254.5647842,942.0091324
08/01/2017 18:00,0,86.04458298,77.54017652,0,0,57.27967878,0,0,0.500259203,28.76490419,250.1296017,250.1296017,942.0091324
08/01/2017 19:00,0,91.24745195,82.22880845,0,0,60.74321656,0,0,0.530508442,30.50423539,265.2542208,265.2542208,942.0091324
08/01/2017 20:00,0,92.4782417,83.33795037,0,0,61.56255043,0,0,0.537664196,30.91569127,268.832098,268.832098,942.0091324
08/01/2017 21:00,0,87.27609668,78.64997085,0,0,58.09949459,0,0,0.507419167,29.17660209,253.7095834,253.7095834,942.0091324
08/01/2017 22:00,0,84.01480989,75.71102054,0,0,55.92846356,0,0,0.488458197,28.08634633,244.2290985,244.2290985,942.0091324
08/01/2017 23:00,0,77.00600162,69.39494332,0,0,51.2627162,0,0,0.447709312,25.74328543,223.8546559,223.8546559,942.0091324
09/01/2017 00:00,0,73.97072049,66.65966091,0,0,49.24213661,0,0,0.430062328,24.72858389,215.0311642,215.0311642,942.0091324
09/01/2017 01:00,0,73.57504604,66.30309381,0,0,48.97873704,0,0,0.427761896,24.596309,213.8809478,213.8809478,942.0091324
09/01/2017 02:00,0,73.55082645,66.28126802,0,0,48.96261412,0,0,0.427621084,24.58821233,213.810542,213.810542,942.0091324
09/01/2017 03:00,0,73.95795256,66.64815492,0,0,49.23363702,0,0,0.429988096,24.72431553,214.9940481,214.9940481,942.0091324
09/01/2017 04:00,0,82.62817232,74.46143435,0,0,55.00538215,0,0,0.480396351,27.62279016,240.1981753,240.1981753,942.0091324
09/01/2017 05:00,0,89.35430896,80.52277842,0,0,59.48295567,0,0,0.519501796,29.87135329,259.7508981,259.7508981,942.0091324
09/01/2017 06:00,0,82.39315011,74.24964109,0,0,54.84892842,0,0,0.479029943,27.5442217,239.5149713,239.5149713,942.0091324
09/01/2017 07:00,0,80.60925855,72.64206439,0,0,53.66139595,0,0,0.46865848,26.9478626,234.32924,234.32924,942.0091324
09/01/2017 08:00,0,88.27712936,79.55206424,0,0,58.76587972,0,0,0.513239124,29.51124964,256.6195621,256.6195621,942.0091324
